"WellName_R1","WellName_R2","Canx_H","Dnajc5_H","Egfr_H","Errfi1_H","Gapdh_H","Kpnb1_H","Myc_H","Nras_H","P53_H","Rab7a_H","Rpap3_H","RhoA_H","Sec16a_H","Slc2a1_H","Compound"
"A2","B2",1.02862339019437,0.579784001127252,1.08739445662592,0.861887724412396,0.727684336731262,0.917906722487693,0.805607970242523,2.06066274594569,1.11048713684295,0.741617916283336,1.42103975739865,1.22357690651897,0.779829077367592,0.7392147518885,"(+)-Abscisic Acid"
"A3","B3",1.07405661246459,0.704188931939266,1.02523920161526,1.52668892432172,1.05909034601967,0.901702115828116,0.944823614238303,1.27014021701136,1.01025660233906,0.764087593062532,1.03141933922368,1.07866457814808,1.17665546453434,0.573269305842173,"3-amino Benzamide"
"A4","B4",0.599060396860711,0.653034351884054,0.774853394142698,0.812082542484857,3.69699142632414,0.543968227896023,0.321888837323614,0.871505452707405,0.395336925831529,0.488351716638741,0.992705239032526,1.03884160221403,0.68028588523158,0.447956285612399,"SB939"
"A5","B5",1.05045411734282,0.766870957337144,0.852999048280241,0.852244528495362,0.855064366024253,0.84871333581821,1.0249666564013,1.08419838811894,1.20586733040749,0.673202254981488,0.942225823833969,1.11396103564344,0.766852367428611,0.57204372740016,"PCI 34051"
"A6","B6",0.597995464259457,0.76509330905107,0.682430396014645,0.806154683274503,2.48140644316743,0.340060650069486,0.468108284102173,0.553814215604125,0.5955548136445,0.460650721315517,0.813481510913503,1.00270946380076,0.587593689618566,0.522756449274697,"4-iodo-SAHA"
"A7","B7",1.04986205853022,0.945089927069029,0.952132939600851,1.25847460774508,0.963593441491657,0.981106902875274,0.865579892311655,1.07494990295574,1.21523922537532,0.643059027615978,0.86274134824937,1.12803200203902,0.98044596429507,0.524745702162888,"Sirtinol"
"A8","B8",1.07876611381998,0.86446856439439,1.09502381782525,0.872688833208394,0.794888158067345,0.693180559357467,0.885165410418524,0.991686439331109,0.911692045020144,0.797298581372365,0.871681661516177,1.1376842399621,1.00629118102935,0.826696511104323,"C646"
"A9","B9",1.05112351484107,0.877064539541236,1.08166926020442,1.21902992994815,0.781621273011854,0.850213148286728,0.911704506073757,0.969476231025627,0.937547824586412,0.675336195087011,0.895373424303826,0.901204037907812,0.785227821986329,0.474686190005494,"Tubastatin A (trifluoroacetate salt)"
"A10","B10",1.26252962385336,0.81668054179017,1.37066432104754,1.52078423628691,0.544312691359725,1.20236320727215,0.793676987930733,1.25220405467072,0.985069789527839,0.762057561400794,0.985329219901849,1.1110144197964,0.92205569685542,0.860187698912209,"Garcinol"
"A11","B11",1.02233192356383,0.917259538163476,1.42982225149204,1.08018034271924,0.89978697950436,0.952198797527603,0.627175206260758,1.17666584667029,1.12325191699431,0.927879831123797,0.905904950405496,0.917871929205355,1.10311445105173,0.854583206752316,"Ellagic Acid"
"A13","B13",0.742937743133526,0.628629490330823,1.37028298305509,0.804540895828305,1.1561199093688,0.594347548783493,1.06046694284646,0.93973564588893,1.19144581584837,0.555920919173293,0.425101756768091,0.759303018154705,0.667529292437922,0.761375175726993,"MS-275"
