"Class","Compound","gene","change_freq","change_int","Cell_line"
"Multiple","(+)-Abscisic Acid","Canx",-0.00703515093588902,0.06019707782034,"HBEC"
"Multiple","(+)-Abscisic Acid","Dnajc5",-0.369332761314239,-0.145285172147596,"HBEC"
"Multiple","(+)-Abscisic Acid","Egfr",-0.025187130857268,-0.067684438058083,"HBEC"
"Multiple","(+)-Abscisic Acid","Errfi1",0.16955334765485,-0.053450587237341,"HBEC"
"Multiple","(+)-Abscisic Acid","Gapdh",-0.031669190858378,-0.035263208732421,"HBEC"
"Multiple","(+)-Abscisic Acid","Kpnb1",0.0031077555632999,-0.024039457228091,"HBEC"
"Multiple","(+)-Abscisic Acid","Myc",0.0284721730038999,-0.070750980896056,"HBEC"
"Multiple","(+)-Abscisic Acid","Nras",0.20024547905213,0.10138811583183,"HBEC"
"Multiple","(+)-Abscisic Acid","P53",0.16828779291214,0.0540591655420599,"HBEC"
"Multiple","(+)-Abscisic Acid","Rab7a",-0.142038779725306,-0.00196768738638398,"HBEC"
"Multiple","(+)-Abscisic Acid","RhoA",-0.035006352436997,0.04653752894014,"HBEC"
"Multiple","(+)-Abscisic Acid","Rpap3",-0.088905119002334,-0.098997661146473,"HBEC"
"Multiple","(+)-Abscisic Acid","Sec16a",-0.377769934799112,-0.059937004332768,"HBEC"
"Multiple","(+)-Abscisic Acid","Slc2a1",-0.328241166455239,-0.112041506306163,"HBEC"
"PARP","3-amino Benzamide","Canx",-0.00819870561475999,0.06996259581373,"HBEC"
"PARP","3-amino Benzamide","Dnajc5",-0.164694787119148,-0.083623192569659,"HBEC"
"PARP","3-amino Benzamide","Egfr",-0.019988963767425,-0.08921807964125,"HBEC"
"PARP","3-amino Benzamide","Errfi1",0.38116428977783,0.10767496535044,"HBEC"
"PARP","3-amino Benzamide","Gapdh",-0.009028570210315,0.0180786979929199,"HBEC"
"PARP","3-amino Benzamide","Kpnb1",-0.131967208615042,-0.043349691278676,"HBEC"
"PARP","3-amino Benzamide","Myc",-0.048359622702899,-0.077358862040496,"HBEC"
"PARP","3-amino Benzamide","Nras",-0.103321071222372,0.00634971267479001,"HBEC"
"PARP","3-amino Benzamide","P53",0.17447943055007,0.0360980614728801,"HBEC"
"PARP","3-amino Benzamide","Rab7a",-0.146779022674682,-0.012907809267803,"HBEC"
"PARP","3-amino Benzamide","RhoA",-0.011514278643727,0.0785003729640601,"HBEC"
"PARP","3-amino Benzamide","Rpap3",0.24821863803262,-0.045145085112196,"HBEC"
"PARP","3-amino Benzamide","Sec16a",0.50674110704494,0.0330321708011501,"HBEC"
"PARP","3-amino Benzamide","Slc2a1",-0.312490036326727,-0.151598501592621,"HBEC"
"HDAC","SB939","Canx",0.0859665795517599,-0.071142271239807,"HBEC"
"HDAC","SB939","Dnajc5",-0.09335283678892,-0.094779283399855,"HBEC"
"HDAC","SB939","Egfr",0.0532531263634499,-0.147469734157287,"HBEC"
"HDAC","SB939","Errfi1",2.57483858890669,0.00522173773384993,"HBEC"
"HDAC","SB939","Gapdh",0.13893099269927,0.37879942863335,"HBEC"
"HDAC","SB939","Kpnb1",-0.777237203512236,-0.254639569547925,"HBEC"
"HDAC","SB939","Myc",-0.453925558706281,-0.255462026935864,"HBEC"
"HDAC","SB939","Nras",-0.453943579162135,0.0273053646124399,"HBEC"
"HDAC","SB939","P53",-0.678225547820113,-0.105527974985541,"HBEC"
"HDAC","SB939","Rab7a",-0.136126924295614,-0.099492341015303,"HBEC"
"HDAC","SB939","RhoA",0.0958630732886401,0.0803299318311099,"HBEC"
"HDAC","SB939","Rpap3",0.87361173829672,-0.040436937984447,"HBEC"
"HDAC","SB939","Sec16a",0.64693986987681,-0.057279436033055,"HBEC"
"HDAC","SB939","Slc2a1",0.14903337047941,-0.188699026557149,"HBEC"
"HDAC","PCI 34051","Canx",0.0501186017850701,0.0831629564801699,"HBEC"
"HDAC","PCI 34051","Dnajc5",-0.206527798376746,-0.078578087845935,"HBEC"
"HDAC","PCI 34051","Egfr",-0.061204083872075,-0.139236592922831,"HBEC"
"HDAC","PCI 34051","Errfi1",0.0585103614962701,-0.025495800115066,"HBEC"
"HDAC","PCI 34051","Gapdh",-0.071993891011287,-0.021622354918343,"HBEC"
