"Class","Compound","gene","change_het","change_int","Cell_line"
"Multiple","(+)-Abscisic Acid","Canx",0.02862339019437,0.06019707782034,"HBEC"
"Multiple","(+)-Abscisic Acid","Dnajc5",-0.420215998872748,-0.145285172147596,"HBEC"
"Multiple","(+)-Abscisic Acid","Egfr",0.0873944566259199,-0.067684438058083,"HBEC"
"Multiple","(+)-Abscisic Acid","Errfi1",-0.138112275587604,-0.053450587237341,"HBEC"
"Multiple","(+)-Abscisic Acid","Gapdh",-0.272315663268738,-0.035263208732421,"HBEC"
"Multiple","(+)-Abscisic Acid","Kpnb1",-0.082093277512307,-0.024039457228091,"HBEC"
"Multiple","(+)-Abscisic Acid","Myc",-0.194392029757477,-0.070750980896056,"HBEC"
"Multiple","(+)-Abscisic Acid","Nras",1.06066274594569,0.10138811583183,"HBEC"
"Multiple","(+)-Abscisic Acid","P53",0.11048713684295,0.0540591655420599,"HBEC"
"Multiple","(+)-Abscisic Acid","Rab7a",-0.258382083716664,-0.00196768738638398,"HBEC"
"Multiple","(+)-Abscisic Acid","RhoA",0.22357690651897,0.04653752894014,"HBEC"
"Multiple","(+)-Abscisic Acid","Rpap3",0.42103975739865,-0.098997661146473,"HBEC"
"Multiple","(+)-Abscisic Acid","Sec16a",-0.220170922632408,-0.059937004332768,"HBEC"
"Multiple","(+)-Abscisic Acid","Slc2a1",-0.2607852481115,-0.112041506306163,"HBEC"
"PARP","3-amino Benzamide","Canx",0.07405661246459,0.06996259581373,"HBEC"
"PARP","3-amino Benzamide","Dnajc5",-0.295811068060734,-0.083623192569659,"HBEC"
"PARP","3-amino Benzamide","Egfr",0.0252392016152601,-0.08921807964125,"HBEC"
"PARP","3-amino Benzamide","Errfi1",0.52668892432172,0.10767496535044,"HBEC"
"PARP","3-amino Benzamide","Gapdh",0.0590903460196699,0.0180786979929199,"HBEC"
"PARP","3-amino Benzamide","Kpnb1",-0.098297884171884,-0.043349691278676,"HBEC"
"PARP","3-amino Benzamide","Myc",-0.055176385761697,-0.077358862040496,"HBEC"
"PARP","3-amino Benzamide","Nras",0.27014021701136,0.00634971267479001,"HBEC"
"PARP","3-amino Benzamide","P53",0.01025660233906,0.0360980614728801,"HBEC"
"PARP","3-amino Benzamide","Rab7a",-0.235912406937468,-0.012907809267803,"HBEC"
"PARP","3-amino Benzamide","RhoA",0.0786645781480799,0.0785003729640601,"HBEC"
"PARP","3-amino Benzamide","Rpap3",0.0314193392236799,-0.045145085112196,"HBEC"
"PARP","3-amino Benzamide","Sec16a",0.17665546453434,0.0330321708011501,"HBEC"
"PARP","3-amino Benzamide","Slc2a1",-0.426730694157827,-0.151598501592621,"HBEC"
"HDAC","SB939","Canx",-0.400939603139289,-0.071142271239807,"HBEC"
"HDAC","SB939","Dnajc5",-0.346965648115946,-0.094779283399855,"HBEC"
"HDAC","SB939","Egfr",-0.225146605857302,-0.147469734157287,"HBEC"
"HDAC","SB939","Errfi1",-0.187917457515143,0.00522173773384993,"HBEC"
"HDAC","SB939","Gapdh",2.69699142632414,0.37879942863335,"HBEC"
"HDAC","SB939","Kpnb1",-0.456031772103977,-0.254639569547925,"HBEC"
"HDAC","SB939","Myc",-0.678111162676386,-0.255462026935864,"HBEC"
"HDAC","SB939","Nras",-0.128494547292595,0.0273053646124399,"HBEC"
"HDAC","SB939","P53",-0.604663074168471,-0.105527974985541,"HBEC"
"HDAC","SB939","Rab7a",-0.511648283361259,-0.099492341015303,"HBEC"
"HDAC","SB939","RhoA",0.0388416022140301,0.0803299318311099,"HBEC"
"HDAC","SB939","Rpap3",-0.00729476096747395,-0.040436937984447,"HBEC"
"HDAC","SB939","Sec16a",-0.31971411476842,-0.057279436033055,"HBEC"
"HDAC","SB939","Slc2a1",-0.552043714387601,-0.188699026557149,"HBEC"
"HDAC","PCI 34051","Canx",0.0504541173428199,0.0831629564801699,"HBEC"
"HDAC","PCI 34051","Dnajc5",-0.233129042662856,-0.078578087845935,"HBEC"
"HDAC","PCI 34051","Egfr",-0.147000951719759,-0.139236592922831,"HBEC"
"HDAC","PCI 34051","Errfi1",-0.147755471504638,-0.025495800115066,"HBEC"
"HDAC","PCI 34051","Gapdh",-0.144935633975747,-0.021622354918343,"HBEC"
"HDAC","PCI 34051","Kpnb1",-0.15128666418179,-0.052187242689836,"HBEC"
"HDAC","PCI 34051","Myc",0.0249666564013,-0.03506543417506,"HBEC"
"HDAC","PCI 34051","Nras",0.0841983881189401,0.07561533220544,"HBEC"
"HDAC","PCI 34051","P53",0.20586733040749,0.05502790759522,"HBEC"
"HDAC","PCI 34051","Rab7a",-0.326797745018512,0.0402427220369199,"HBEC"
"HDAC","PCI 34051","RhoA",0.11396103564344,0.0794359595752501,"HBEC"
"HDAC","PCI 34051","Rpap3",-0.057774176166031,-0.063569780143053,"HBEC"
"HDAC","PCI 34051","Sec16a",-0.233147632571389,-0.051701016728834,"HBEC"
"HDAC","PCI 34051","Slc2a1",-0.42795627259984,-0.127772696841207,"HBEC"
"HDAC","4-iodo-SAHA","Canx",-0.402004535740543,-0.06720294267442,"HBEC"
"HDAC","4-iodo-SAHA","Dnajc5",-0.23490669094893,-0.04153458142354,"HBEC"
"HDAC","4-iodo-SAHA","Egfr",-0.317569603985355,-0.08207789376148,"HBEC"
"HDAC","4-iodo-SAHA","Errfi1",-0.193845316725497,-0.032824602816002,"HBEC"
"HDAC","4-iodo-SAHA","Gapdh",1.48140644316743,0.22305468713541,"HBEC"
"HDAC","4-iodo-SAHA","Kpnb1",-0.659939349930514,-0.237195731362,"HBEC"
"HDAC","4-iodo-SAHA","Myc",-0.531891715897827,-0.177105869986597,"HBEC"
"HDAC","4-iodo-SAHA","Nras",-0.446185784395875,-0.041823935160308,"HBEC"
"HDAC","4-iodo-SAHA","P53",-0.4044451863555,-0.054388517218274,"HBEC"
"HDAC","4-iodo-SAHA","Rab7a",-0.539349278684483,-0.106284435904557,"HBEC"
"HDAC","4-iodo-SAHA","RhoA",0.00270946380076009,0.11244735584114,"HBEC"
"HDAC","4-iodo-SAHA","Rpap3",-0.186518489086497,-0.093204770947054,"HBEC"
"HDAC","4-iodo-SAHA","Sec16a",-0.412406310381434,-0.097467196817342,"HBEC"
"HDAC","4-iodo-SAHA","Slc2a1",-0.477243550725303,-0.152203350725047,"HBEC"
"SIRT","Sirtinol","Canx",0.0498620585302201,0.06198290128383,"HBEC"
"SIRT","Sirtinol","Dnajc5",-0.0549100729309711,-0.024842202456938,"HBEC"
