"Class","Compound","gene","change_het","change_int","Cell_line"
"Multiple","(+)-Abscisic Acid","Canx",0.26312163358809,0.11538098168452,"HCT116"
"Multiple","(+)-Abscisic Acid","Dnajc5",0.10890958271361,0.0551305414221701,"HCT116"
"Multiple","(+)-Abscisic Acid","Egfr",-0.252057784878646,-0.062219601027601,"HCT116"
"Multiple","(+)-Abscisic Acid","Errfi1",0.36065413652741,0.0767703609086501,"HCT116"
"Multiple","(+)-Abscisic Acid","Gapdh",0.11795652146657,-0.00622248501392997,"HCT116"
"Multiple","(+)-Abscisic Acid","Kpnb1",0.2599712120911,0.0524605104928499,"HCT116"
"Multiple","(+)-Abscisic Acid","Myc",0.0999207924972201,0.08079481325671,"HCT116"
"Multiple","(+)-Abscisic Acid","Nras",0.0593017417728301,0.02826138211163,"HCT116"
"Multiple","(+)-Abscisic Acid","P53",0.0164101401496899,-0.071396617632647,"HCT116"
"Multiple","(+)-Abscisic Acid","Rab7a",0.36035789772222,0.07966425102567,"HCT116"
"Multiple","(+)-Abscisic Acid","RhoA",0.61627395333019,0.26929947626806,"HCT116"
"Multiple","(+)-Abscisic Acid","Rpap3",0.1619362712143,-0.00525909911537503,"HCT116"
"Multiple","(+)-Abscisic Acid","Sec16a",0.35130374516053,0.0333044516438801,"HCT116"
"Multiple","(+)-Abscisic Acid","Slc2a1",0.16237631424476,0.04128861399134,"HCT116"
"PARP","3-amino Benzamide","Canx",0.46493218449108,0.17960658836108,"HCT116"
"PARP","3-amino Benzamide","Dnajc5",-0.01775227755027,0.05436390585034,"HCT116"
"PARP","3-amino Benzamide","Egfr",-0.10478913782325,-0.046004543758994,"HCT116"
"PARP","3-amino Benzamide","Errfi1",0.23463918752579,0.0871215746821301,"HCT116"
"PARP","3-amino Benzamide","Gapdh",0.05477450591616,-0.012315646114974,"HCT116"
"PARP","3-amino Benzamide","Kpnb1",0.0765733379581801,0.0600613752511401,"HCT116"
"PARP","3-amino Benzamide","Myc",0.06674281559982,0.0612102403322401,"HCT116"
"PARP","3-amino Benzamide","Nras",0.18942601365248,0.09753550072945,"HCT116"
"PARP","3-amino Benzamide","P53",-0.330380936056682,-0.026696205832184,"HCT116"
"PARP","3-amino Benzamide","Rab7a",-0.029462737042325,0.0132443387475101,"HCT116"
"PARP","3-amino Benzamide","RhoA",0.71594457457892,0.30836979153942,"HCT116"
"PARP","3-amino Benzamide","Rpap3",0.04825991370458,0.0112742014936,"HCT116"
"PARP","3-amino Benzamide","Sec16a",0.13127554003223,0.0347446024247899,"HCT116"
"PARP","3-amino Benzamide","Slc2a1",0.19499721391515,0.02211337566894,"HCT116"
"HDAC","SB939","Canx",0.00228303419025999,0.000299681899299964,"HCT116"
"HDAC","SB939","Dnajc5",0.24266338023692,0.13683832599011,"HCT116"
"HDAC","SB939","Egfr",-0.733113914781586,-0.296382861263003,"HCT116"
"HDAC","SB939","Errfi1",-0.687533906613117,-0.245573882813342,"HCT116"
"HDAC","SB939","Gapdh",0.24220460062004,-0.053756843836085,"HCT116"
"HDAC","SB939","Kpnb1",-0.5487383776795,-0.181294188632651,"HCT116"
"HDAC","SB939","Myc",-0.541782305340256,-0.334745005795243,"HCT116"
"HDAC","SB939","Nras",-0.228486658725663,0.0324657060298299,"HCT116"
"HDAC","SB939","P53",-0.435108153734231,-0.049722580877141,"HCT116"
"HDAC","SB939","Rab7a",-0.156294452064996,-0.022926799595383,"HCT116"
"HDAC","SB939","RhoA",2.86089852344052,0.31420105215591,"HCT116"
"HDAC","SB939","Rpap3",0.24957044398684,0.0763234758751901,"HCT116"
"HDAC","SB939","Sec16a",0.25145472866866,0.0294264231664201,"HCT116"
"HDAC","SB939","Slc2a1",-0.469208137996759,-0.213545390102634,"HCT116"
"HDAC","PCI 34051","Canx",0.22453954687547,0.10043559835309,"HCT116"
"HDAC","PCI 34051","Dnajc5",0.20763400977119,0.1281229602053,"HCT116"
"HDAC","PCI 34051","Egfr",-0.026719183680651,0.0070789450598101,"HCT116"
"HDAC","PCI 34051","Errfi1",0.15980353334208,0.0306871261258901,"HCT116"
"HDAC","PCI 34051","Gapdh",-0.023207136444957,-0.016250013373537,"HCT116"
"HDAC","PCI 34051","Kpnb1",0.0209724299432299,0.0312083356869799,"HCT116"
"HDAC","PCI 34051","Myc",0.15249393376845,0.08575383841534,"HCT116"
"HDAC","PCI 34051","Nras",-0.134700981313642,0.04276994425168,"HCT116"
"HDAC","PCI 34051","P53",-0.782928450506864,-0.061283556672297,"HCT116"
"HDAC","PCI 34051","Rab7a",0.23622019354581,0.0391115857984199,"HCT116"
"HDAC","PCI 34051","RhoA",0.77617424337298,0.30698567953705,"HCT116"
"HDAC","PCI 34051","Rpap3",0.0624791721232401,0.13187590016868,"HCT116"
"HDAC","PCI 34051","Sec16a",0.0953424737473201,0.0250401138427601,"HCT116"
"HDAC","PCI 34051","Slc2a1",0.44602154659106,0.14146497423746,"HCT116"
"HDAC","4-iodo-SAHA","Canx",0.16069757046192,0.04276731620661,"HCT116"
"HDAC","4-iodo-SAHA","Dnajc5",-0.601497627710368,-0.105603695179648,"HCT116"
